,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,Date
150,197003240001,1970,3,24,,0,,160,Philippines,5,Southeast Asia,Pampanga,Angeles,"15,153002","120,591942",1.0,0,,,1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,9,Unknown,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",U.S. Air Force,officer,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1.0,1.0,,0.0,0.0,,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,1,1,,1970-03-24
187,197004110003,1970,4,11,,0,,217,United States,1,North America,Texas,Freeport,"28,949564","-95,344371",1.0,0,,"4/11/1970: Unknown perpetrators firebombed a storage tank at the Dow Chemical Company located north of Freeport, Texas, United States.  Five people received minor injuries from flying glass and an estimated $250,000 in damages was caused to the facilities.",1,1,1,1,2.0,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,5.0,Industrial/Textiles/Factory,Dow Chemical Company,"Dow Chemical Company plant, Freeport Texas",217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,8,Incendiary,20.0,Gasoline or Alcohol,,,,,,,,,,,,,Explosion and fire,0.0,0.0,0.0,5.0,5.0,0.0,1,3.0,Minor (likely < $1 million),250000.0,Storage tank damaged,0.0,,,,,,,0.0,,,,,,,,,,"""5 Persons Hurt In Plant Blast"", The Victoria Advocate, April 12, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,,1970-04-11
203,197004170001,1970,4,17,,0,,217,United States,1,North America,California,Oakland,"37,791927","-122,225906",1.0,0,,"4/17/1970: Suspected members of the Black Panther Party ambushed a police paddy wagon carrying two police officers and four prisoners in Oakland, California, United States.  Both police officers were critically wounded.  In the ensuing car chase, the perpetrators threw fragmentation grenades at police vehicles causing major damage.  Two of the assailants were eventually captured.",1,1,1,0,,,0,1,0,2,Armed Assault,3.0,Bombing/Explosion,,,3,Police,23.0,Police Patrol (including vehicles and convoys),Oakland Police Department,Oakland Police Paddy Wagon,217.0,United States,,,,,,,,,,,,,,,,,Black Panthers,,,,,,To kill police,1.0,,,0,-99.0,2.0,0.0,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,6.0,Explosives,7.0,Grenade,,,,,,,,,Automatic weapons and fragmentation grenades,0.0,0.0,0.0,2.0,2.0,0.0,1,3.0,Minor (likely < $1 million),,Police vehicles heavily damaged,0.0,,,,,,,0.0,,,,,,,,,"The Black Panther Party denied involvement in the attack, however, one of the captured assailants, Lewis R. Williams, was a captain in the BPP.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""5 Killed by Tornado in Mississippi,"" Washington Post, April 20, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,0,0,0,0,,1970-04-17
208,197004190005,1970,4,19,,0,,217,United States,1,North America,New York,New York City,"40,697132","-73,931351",1.0,0,Queens,"4/19/1970: Unknown perpetrators placed a pipe bomb in a corrections officer's car parked outside of the House of Detention in Queens, New York, United States, where ten Black Panthers members were held.  The bomb failed to explode and was discovered  after an unknown individual phoned the police stating ""we're going to blow up the jail in a half hour.  Free the Panther 21.""",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,3,Police,23.0,Police Patrol (including vehicles and convoys),New York Police Department,Corrections Officer's Car,217.0,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,To coerce the government to free the Panther 21 from prison.,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,6,Explosives,28.0,Dynamite/TNT,,,,,,,,,,,,,Lighted cigarette attached to bomb fuse,0.0,0.0,0.0,3.0,3.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,The lighted cigarette burned out before detonating the bomb.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Bomb Found at Jail, Dynamite at a Bank,"" New York Times, April 20, 1970.",,Hewitt Project,-9,-9,0,-9,,1970-04-19
209,197004200001,1970,4,20,,0,,217,United States,1,North America,Kansas,Lawrence,"38,954344","-95,255796",1.0,0,University of Kansas,"4/20/1970: Unknown perpetrators firebombed the Student Union at the University of Kansas, Lawrence, United States.  There were no casualties but the building sustained approximately $3,000,000 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49.0,School/University/Educational Building,"University of Kansas, Lawrence",Student Union,217.0,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,This attack occurred during heightened racial tensions in Lawrence Kansas.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,Arson,0.0,0.0,0.0,3.0,3.0,0.0,1,2.0,Major (likely >= $1 million but < $1 billion),3000000.0,The roof caved in and the top two floors of the buildings were gutted,0.0,,,,,,,0.0,,,,,,,,,"Authorities were unsure whether the perpetrators were Black or White.  After the attack, a curfew was instituted in Lawrence and the National Guard was called in.  Before the fire broke out, there were reports of loud explosions at the Student Union.","Rusty L. Monhollon, ""This is America? The Sixties in Lawrence, Kansas,"" Palgrave, 2002.","Deborah C. Kidwell, ""Building the Vietnam Veterans Memorial at the University of Kansas,"" Kansas History: A Journal of the Central Plains, 2007.","""Curfew Ordered in Illinois Town,"" Baltimore Sun, April 25, 1970.",Hewitt Project,-9,-9,0,-9,,1970-04-20
223,197004240002,1970,4,24,,0,,217,United States,1,North America,Maryland,Baltimore,"39,308342","-76,616104",1.0,0,West Baltimore,"4/24/1970: Three members of the Black Panthers Party opened fire on a police vehicle parked in Baltimore, Maryland, United States.  Patrolman Donald Sager was killed and police officer Stanley Sierakowski was critically wounded but survived.  The perpetrators were under orders from the Black Panthers to kill police.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Baltimore Police Department,Baltimore Police Officers,217.0,United States,,,,,,,,,,,,,,,,,Black Panthers,,,,,,To kill police,0.0,,,0,3.0,3.0,0.0,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,.45 caliber semi-automatic pistol and .38 caliber pistol,1.0,1.0,0.0,1.0,1.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,The killings were part of a Black Panthers initiation ritual.  All three perpetrators were convicted and received life sentences.,"George J. Hiltner, ""City Panther is Convicted of Murder,"" Washington Post, January 16, 1970.","Laurie Willis, ""Judge Affirms 1972 Life Term,"" Baltimore Sun, December 5, 1972.","George J. Hiltner, ""Panther Gets Life, 15 Years in Police Killings,"" Washington Post, June 17, 1972.",Hewitt Project,0,0,0,0,,1970-04-24
234,197004270001,1970,4,27,,0,,217,United States,1,North America,Iowa,Iowa City,"41,657825","-91,526534",1.0,0,Metal trash container,"4/27/1970: Unknown perpetrators detonated a bomb on a street in Iowa City, Iowa, United States.  There was two injuries and twelve businesses were damaged at a total estimated cost of $20,000.",1,1,1,1,2.0,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,1,Business,,,Iowa City Businesses,,217.0,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,,1.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosives,0.0,0.0,0.0,2.0,2.0,0.0,1,3.0,Minor (likely < $1 million),20000.0,Twelve businesses damaged,0.0,,,,,,,0.0,,,,,,,,,The bombing occurred one block away from the University of Iowa.  Kathy Scharf and her mother Merlin Edwards were lightly wounded in the attack.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Bill Lynch, ""Note Calls La. Capitol Blast 'Revenge,'"" Washington Post, April 28, 1970.",,Hewitt Project,-9,-9,0,-9,,1970-04-27
248,197005010004,1970,5,1,,0,,217,United States,1,North America,Connecticut,New Haven,"41,316324","-72,922343",1.0,0,Yale University,"5/1/1970: Unknown perpetrators detonated a bomb at the Ingalls Skating Rink at Yale University in New Haven, Connecticut, United States.  There were two injuries and the entrance of the building was damaged.  The attack took place during a school dance after a large demonstration protesting the trial of the Black Panther Eight.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49.0,School/University/Educational Building,Yale University,Ingalls Skating Rink,217.0,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,Black power used for explosive,0.0,0.0,0.0,2.0,2.0,0.0,1,3.0,Minor (likely < $1 million),,Staircase near entrance was damaged and twenty large windows were shattered.,0.0,,,,,,,0.0,,,,,,,,,The police commissioner was unsure whether the perpetrators of the attack were for or against the Black Panther Eight.  Two people were slightly injured by flying glass.  Twelve thousand people attended the demonstration.,"Homar Bigart, ""New Haven Rally Ends a Day Early; Attendance Down,"" New York Times, May 3, 1970.","""First Day Ends in Melee,"" Hartford Courant, May 2, 1970.","Frank Donner, ""Protectors of Privilege: Red Squads and Police Repression in Urban America,"" University of California Press, 1990.",Hewitt Project,-9,-9,0,-9,,1970-05-01
249,197005010005,1970,5,1,,0,,217,United States,1,North America,New York,New York City,"40,697132","-73,931351",1.0,0,The Bronx,"5/1/1970: In a series of related incidents, suspected Puerto Rican nationalists detonated two bombs at the Dale Theatre in the Bronx, New York, United States.  Ten people were injured in the attack and the theater sustained light damages.  A third bomb that did not detonate was eventually discovered.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,Bronx Theater,Dale Theater,217.0,United States,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,,1.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,Three concussion bombs,0.0,0.0,0.0,10.0,10.0,0.0,1,3.0,Minor (likely < $1 million),,Theater sustained minor damages,0.0,,,,,,,0.0,,,,,,,,,"Part of a multiple attack with 197005010006.  Authorities believed that Armed Revolutionary Independence Movement (MIRA) member Carlos Feliciano was involved in the incident, but he was never charged. (See: ""Charge Puerto Rican in Bombings,"" Chicago Defender, May 19, 1970.)","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Paul L. Montgomery, ""Bronx Bombings Scored By Mayor,"" New York Times, May 3, 1970.","""Small Bombs Injure 17 in N.Y. Theaters,"" Washington Post, May 2, 1970.",Hewitt Project,0,1,0,1,"197005010005, 197005010006",1970-05-01
250,197005010006,1970,5,1,,0,,217,United States,1,North America,New York,New York City,"40,697132","-73,931351",1.0,0,The Bronx,"5/1/1970: In a series of related incidents, Puerto Rican nationalists detonated one bomb at the Paradise Theatre in the Bronx, New York, United States.  One person was injured in the attack and the theater sustained light damages.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,Bronx Theater,Paradise Theater,217.0,United States,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,,1.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,One concussion bomb,0.0,0.0,0.0,1.0,1.0,0.0,1,3.0,Minor (likely < $1 million),,Theater sustained minor damages,0.0,,,,,,,0.0,,,,,,,,,"Part of a multiple attack with 197005010005.  The attacks took place just minutes apart.  Authorities believed that Armed Revolutionary Independence Movement (MIRA) member Carlos Feliciano was involved in the incident, but he was never charged. (See: ""Charge Puerto Rican in Bombings,"" Chicago Defender, May 19, 1970.)","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Paul L. Montgomery, ""Bronx Bombings Scored By Mayor,"" New York Times, May 3, 1970.","""Small Bombs Injure 17 in N.Y. Theaters,"" Washington Post, May 2, 1970.",Hewitt Project,0,1,0,1,"197005010005, 197005010006",1970-05-01
262,197005050006,1970,5,5,,0,,217,United States,1,North America,New York,New York City,"40,697132","-73,931351",1.0,0,Brooklyn,"5/5/1970: Unknown perpetrators detonated a bomb at the Sears, Roebuck & Company Department Store in Brooklyn, New York, United States.  Two women were injured in the blast and it is unknown if the store was damaged.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,7.0,Retail/Grocery/Bakery,"Sears, Roebuck & Company","Sears, Roebuck & Company, Brooklyn New York",217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Bomb believed to be hidden in a hand bag,0.0,0.0,0.0,2.0,2.0,0.0,-9,4.0,Unknown,,,0.0,,,,,,,0.0,,,,,,,,,The explosion did not create a fire.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""2 Injured By Bomb In Brooklyn Store,"" New York Times, May 5, 1970.",,Hewitt Project,-9,-9,0,-9,,1970-05-05
272,197005090001,1970,5,9,,0,,217,United States,1,North America,New York,New York City,"40,818985","-73,595724",1.0,0,Brooklyn,"5/9/1970: The Stop the War Coalition claimed credit for setting fire to the Humanities Building at the Brooklyn campus of Long Island University in New York, United States.  Twelve firefighters were injured fighting the blaze and the building sustained $100,000 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49.0,School/University/Educational Building,"Long Island University, Brooklyn campus","Humanities Building, Long Island University",217.0,United States,,,,,,,,,,,,,,,,,Stop the War Coalition,,,,,,To force Long Island University to close,1.0,,,0,-99.0,-99.0,1.0,1.0,Letter,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,Arson,0.0,0.0,0.0,12.0,12.0,0.0,1,3.0,Minor (likely < $1 million),100000.0,Offices and records destroyed on two floors of the Humanities building,0.0,,,,,,,0.0,,,,,,,,,The Stop the War Coalition sent a letter to the president of Long Island University warning that there would be more attacks against the university unless the campus closed.  Twelve firemen were treated for smoke inhalation.  This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"William E. Farrell, ""Political Action By Youth Is Goal,"" New York Times, May 10, 1970.","William Greider, ""Fire Hit Campuses; Rallies Calm,"" Washington Post, May 10, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,0,0,0,0,,1970-05-09
274,197005090003,1970,5,9,,0,,217,United States,1,North America,California,Sacramento,"38,551295","-121,471066",1.0,0,Oak Park,"5/9/1970: Sacramento Police Officer Bernard Bennett was shot and killed by a sniper, suspected of being a Black Militant, as the he was patrolling the Oak Park area of Sacramento, United States, with his partner Officer Lloyd Smothers.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Sacramento Police Department,Sacramento Police Officers,217.0,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,To punish Sacramento Police officers for their treatment of African Americans,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Sniper; a total of six bullets fired,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,"The bullet struck officer Bennett in the head.  This attack occurred during heightened tensions between the police and the African American community of Sacramento California.  The police originally charged seven people, with ties to various Black National organizations including the Black Panther Party, for the attack.  However,  the suspected perpetrators were acquitted of the crime during their trial due to lack of evidence.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","David Colvin, ""Black Politics After the Civil Rights Movement: Activity and Beliefs in Sacramento, 1970-2000,"" McFarland & Company, Inc., 2009.","""Sacramento Policeman Shot,"" New York Times, May 11, 1970.",Hewitt Project,-9,-9,0,-9,,1970-05-09
280,197005130001,1970,5,13,,0,,217,United States,1,North America,Iowa,Des Moines,"41,579662","-93,621506",1.0,0,Against a wall near a transformer and fuel drums,"5/13/1970: Suspected members of the Black Panthers bombed the Des Moines Police Station in Iowa, United States.  Two people were injured and the attack caused an estimated $200,000 in damages.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Des Moines Police Department,Des Moines Police Station,217.0,United States,,,,,,,,,,,,,,,,,Black Panthers,,,,,,To kill police officers,1.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,6,Explosives,28.0,Dynamite/TNT,,,,,,,,,,,,,Dynamite explosion,0.0,0.0,0.0,2.0,2.0,0.0,1,3.0,Minor (likely < $1 million),200000.0,"Holes in the wall, two-hundred and eighty shattered windows, around a dozen cars damaged, power outages, and windows of several surrounding buildings damaged.",0.0,,,,,,,0.0,,,,,,,,,"There was a bomb threat against the Des Moines Police Department a week earlier.  On May 5th 1970, a large quantity of dynamite was stolen from Quick Supply, a dynamite supply warehouse in Ankeny Iowa.  Police believed that the stolen dynamite was used by the Black Panthers in this attack as well as in four other incidents taking place in Iowa during May and June 1970 197005220003, 197006130001, 197006210001, and 197006290001).","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Committee on Internal Security House of Representatives, ""Black Panther Party, Part 4,"" U.S. Government Printing Office, October-November, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,0,0,0,0,,1970-05-13
291,197005150004,1970,5,15,,0,,217,United States,1,North America,Washington,Seattle,"47,610786","-122,331306",1.0,0,Capital Hill Area,"5/15/1970: Larry G. Ward, an African American, was shot and killed by police as he attempted to bomb the Hardcastle Realty office in Seattle, Washington, United States.  The real estate office was the target of a bombing a month earlier.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,1,Business,,,Hardcastle Realty,"Hardcastle Realty, Seattle",217.0,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,,0.0,,,0,1.0,0.0,0.0,,,,,,,,,,6,Explosives,28.0,Dynamite/TNT,,,,,,,,,,,,,Three sticks of dynamite taped to a fuse and blasting cap,1.0,1.0,1.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,"Police received intelligence that the realty office would be attacked and two officers were waiting at the scene.  Ward succeeded in lighting the fuse, but the bomb failed to ignite.  Hardcastle realty was previously bombed in attack 197004190002.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Public Service Strikes Hit San Diego,"" Washington Post, May 16, 1970.",,Hewitt Project,-9,-9,0,-9,,1970-05-15
299,197005220002,1970,5,22,,0,,217,United States,1,North America,Minnesota,St. Paul,"44,946604","-93,136446",1.0,0,859 Hague Avenue,"5/22/1970: Police Officer James Sackett is murdered by a sniper after he responded to a fake emergency call in St. Paul, Minnesota, United States.  Over thirty-five years after Sackett's death Ronald Reed and Larry Clark were convicted of the murder.  They were Black Panther wannabe's who wanted to kill a police officer.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,St. Paul Police Department,St. Paul Police Officer,217.0,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,To kill police indiscriminately,0.0,,,0,2.0,2.0,0.0,,,,,,,,,,5,Firearms,4.0,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,High-powered rifle,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,"Constance Trimble, the former girlfriend of Ronald Reed, stated that she made the phony phone call to lure a St. Paul Police Officer.  Reed and Clark were both convicted of first-degree murder and conspiracy and sentenced to life in prison.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Shannon Prather, ""Court Upholds Verdict in Cop Killings,"" St. Paul Pioneer Press, August 23, 2007.","""St. Paul Police Officer James Sackett, 27, Is Killed By A Shot From A High-Powered Rifle,"" St. Paul Pioneer Press, May 7, 2006.",Hewitt Project,-9,-9,0,-9,,1970-05-22
300,197005220003,1970,5,22,,0,,217,United States,1,North America,Iowa,Ames,"42,025345","-93,620199",1.0,0,Window well on South side of building,"5/22/1970: Suspected members of the Black Panthers bombed the Ames Police Headquarters located in the city hall of Ames, Iowa, United States.  Ten people were injured and an estimated $50,000 in damage was caused.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Ames Police Department,"Police Headquarters, Ames Iowa",217.0,United States,,,,,,,,,,,,,,,,,Black Panthers,,,,,,To kill police officers,1.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Bomb,0.0,0.0,0.0,10.0,10.0,0.0,1,3.0,Minor (likely < $1 million),50000.0,Extensive damage to the south side of the building.  Two cars destroyed.  Two hundred windows of nearby hotel shattered.,0.0,,,,,,,0.0,,,,,,,,,"Earlier in the week, Ames City Hall received a bomb threat.  Telephone service in downtown Ames was temporarily put out of service as a result of the blast.  On May 5th 1970, a large quantity of dynamite was stolen from Quick Supply, a dynamite supply warehouse in Ankeny Iowa.  Police believed that the stolen dynamite was used by the Black Panthers in this attack as well as in four other incidents taking place in Iowa during May and June 1970 (197005130001, 197006130001, 197006210001, and 197006290001).","Committee on Internal Security House of Representatives, ""Black Panther Party, Part 4,"" U.S. Government Printing Office, October-November, 1970.","""Ames City Hall Bombed,"" Ames Daily Tribune, May 22, 1970.","""Des Moines Hit By Bomb Blast,"" Washington Post, June 14, 1970.",Hewitt Project,0,0,0,0,,1970-05-22
319,197006020003,1970,6,2,,0,,217,United States,1,North America,Illinois,Joliet,"41,524935","-88,084594",1.0,0,Underneath steering wheel,"6/2/1970: A disgruntled businessman is suspected of hiring hit men to assassinate Illinois State Representative William G. Barr.  A dynamite bomb exploded when Barr turned on the ignition of his Cadillac in Joliet, Illinois, United States.  The car was destroyed and Barr's right leg had to be amputated.",0,1,1,1,2.0,Other Crime Type,0,0,0,1,Assassination,,,,,14,Private Citizens & Property,68.0,Named Civilian,,William G. Barr,217.0,United States,2.0,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Illinois General Assembly,,,,,,,,,,,,Unknown,,,,,,Protest William G. Barr 's position on mental health legislation,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,Dynamite bomb connected to the ignition of the car,0.0,0.0,0.0,1.0,1.0,0.0,1,3.0,Minor (likely < $1 million),,Cadillac destroyed,0.0,,,,,,,0.0,,,,,,,,,It is believed that a Chicago businessman was angry at Barr for attempting to introduce reform legislation concerning mental health issues in the Illinois General Assembly.  It is suspected that the businessman contacted Silas Jayne to hire the hit men.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Terry Burns, ""Probe Provides Insight Into Car-Bomb Attacks,"" The State Journal-Register, November 17, 1995.","""Legislator's Car Bombed,"" New York Times, June 3, 1970.",Hewitt Project,-9,-9,0,-9,,1970-06-02
339,197006090008,1970,6,9,,0,,217,United States,1,North America,New Jersey,Newark,"40,73197","-74,174184",1.0,0,Through living room window,"6/9/1970: Unknown perpetrators fired two shotgun blasts into the house of Reverend Levin P. West in Newark, New Jersey, United States, in an apparent assassination attempt.  The shotgun pellets did not strike West but he was taken to  the hospital to be treated for shock.  During a highly contentious Mayoral campaign in Newark with racial overtones, West, an African American, supported the White candidate over the Black candidate.",1,1,1,0,,,0,0,0,1,Assassination,,,,,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Black supporters of Mayor Hugh Addonizio,Reverend Levin P. West,217.0,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,To protest Black supporters of Hugh Addonizio in the 1970 Newark mayoral campaign,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,5,Firearms,4.0,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Two shotgun blasts through living room window,0.0,0.0,0.0,1.0,1.0,0.0,1,3.0,Minor (likely < $1 million),,Window shattered and several shotgun pellets found in the living room wall,0.0,,,,,,,0.0,,,,,,,,,The White mayoral candidate was Hugh Addonizio and the Black mayoral candidate was Kenneth Gibson.,"Walter H. Waggoner, ""Negro Backing Addonizio Target of Shotgun Blast,"" New York Times, June 10, 1970.","""Shotgun Blasts Are Fired Into Home Of Black Campaigner for Addonizio,"" New York Times, June 10, 1970.",,Hewitt Project,-9,-9,0,-9,,1970-06-09
346,197006120003,1970,6,12,,0,,217,United States,1,North America,Illinois,Cairo,"37,005105","-89,176269",1.0,0,,"6/12/1970: Unknown snipers fired on an Illinois State Police patrol attending to a fire at the Pyramid Courts housing project in Cairo, Illinois, United States.  Officer Marion Troutt was shot, but survived his wounds.  This incident took place during a period of high racial tension in Cairo.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Illinois State Police,Illinois State Police in the Pyramid Courts housing project,217.0,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,African American opposition to the police,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,5,Firearms,4.0,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Snipers,0.0,0.0,0.0,1.0,1.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,Officer Troutt was struck in the chest and leg.  Police did not believe that this incident was linked with the attempted bombing of the Alexander County Courthouse (197006120002).,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Cairo Chief Disengages Bomb Device,"" Southeast Missourian, June 12, 1970.",,Hewitt Project,-9,-9,0,-9,,1970-06-12
